"player_name","player_url","season_injured","injury","injured_since","injured_until","duration","games_missed","club"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","24/25","Back injury",2024-07-19,NA,"92 days","10","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","23/24","Ill",2024-05-06,2024-05-17,"11 days","2","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","23/24","Chest injury",2024-02-11,2024-04-15,"64 days","10","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","23/24","Calf injury",2023-12-26,2024-02-01,"37 days","6","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","23/24","Hamstring injury",2023-11-07,2023-12-08,"31 days","6","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","23/24","Hamstring injury",2023-09-24,2023-10-07,"13 days","4","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","22/23","Corona virus",2022-11-01,2022-11-11,"10 days","2","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","22/23","Hamstring injury",2022-08-21,2022-09-25,"35 days","7","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","21/22","Calf injury",2021-12-27,2022-05-01,"125 days","20","England"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","21/22","Hamstring injury",2021-08-30,2021-10-17,"48 days","10","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","20/21","Hamstring injury",2021-05-08,2021-05-25,"17 days","3","England"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","20/21","Hamstring injury",2021-02-07,2021-04-04,"56 days","10","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","20/21","Hamstring injury",2021-01-04,2021-01-11,"7 days","1","England"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","20/21","Hamstring strain",2020-11-07,2020-11-26,"19 days","4","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","19/20","Hamstring injury",2019-12-08,2019-12-20,"12 days","1","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","24/25","Back injury",2024-07-19,NA,"92 days","10","England"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","23/24","Ill",2024-05-06,2024-05-17,"11 days","2","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","23/24","Chest injury",2024-02-11,2024-04-15,"64 days","10","Newcastle United"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","23/24","Calf injury",2023-12-26,2024-02-01,"37 days","6","England"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","23/24","Hamstring injury",2023-11-07,2023-12-08,"31 days","6","AFC Bournemouth"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","18/19","Knee injury",2019-01-19,2019-03-09,"49 days","8","AFC Bournemouth"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","18/19","Hamstring injury",2019-01-03,2019-01-18,"15 days","2","AFC Bournemouth"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","18/19","Hamstring injury",2018-12-06,2018-12-14,"8 days","1","AFC Bournemouth"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","16/17","Cruciate ligament tear",2017-02-02,2017-10-20,"260 days","33","AFC Bournemouth"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","15/16","Cruciate ligament tear",2015-09-26,2016-04-02,"189 days","36","England"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","18/19","Knee injury",2019-01-19,2019-03-09,"49 days","8","AFC Bournemouth"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/profil/spieler/123682","18/19","Hamstring injury",2019-01-03,2019-01-18,"15 days","2","England"
"
                                    
                        #9                    
                                Callum Wilson            ","https://www.transfermarkt.com/callum-wilson/marktwertverlauf/spieler/123682",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #11                    
                                Chris Wood            ","https://www.transfermarkt.com/chris-wood/profil/spieler/108725","23/24","Hamstring injury",2024-01-30,2024-03-04,"34 days","8","Nottingham Forest"
"
                                    
                        #11                    
                                Chris Wood            ","https://www.transfermarkt.com/chris-wood/profil/spieler/108725","22/23","Hamstring injury",2023-03-30,2023-07-03,"95 days","11","Nottingham Forest"
"
                                    
                        #11                    
                                Chris Wood            ","https://www.transfermarkt.com/chris-wood/profil/spieler/108725","21/22","Hip injury",2022-05-09,2022-05-20,"11 days","1","Newcastle United"
"
                                    
                        #11                    
                                Chris Wood            ","https://www.transfermarkt.com/chris-wood/profil/spieler/108725","20/21","Hamstring strain",2021-02-01,2021-02-18,"17 days","5","Burnley FC"
"
                                    
                        #11                    
                                Chris Wood            ","https://www.transfermarkt.com/chris-wood/profil/spieler/108725","19/20","Calf injury",2020-06-05,2020-07-04,"29 days","3","Burnley FC"
"
                                    
                        #11                    
                                Chris Wood            ","https://www.transfermarkt.com/chris-wood/profil/spieler/108725","19/20","Hamstring strain",2020-02-16,2020-02-28,"12 days","1","Burnley FC"
"
                                    
                        #11                    
                                Chris Wood            ","https://www.transfermarkt.com/chris-wood/profil/spieler/108725","19/20","Hamstring strain",2020-01-05,2020-01-10,"5 days",NA,"Burnley FC"
"
                                    
                        #11                    
                                Chris Wood            ","https://www.transfermarkt.com/chris-wood/profil/spieler/108725","19/20","Calf injury",2019-12-15,2019-12-20,"5 days",NA,"Burnley FC"
"
                                    
                        #11                    
                                Chris Wood            ","https://www.transfermarkt.com/chris-wood/profil/spieler/108725","19/20","Hamstring injury",2019-10-20,2019-11-08,"19 days","2","Burnley FC"
"
                                    
                        #11                    
                                Chris Wood            ","https://www.transfermarkt.com/chris-wood/profil/spieler/108725","18/19","Knock",2018-08-04,2018-08-11,"7 days","1","Burnley FC"
"
                                    
                        #11                    
                                Chris Wood            ","https://www.transfermarkt.com/chris-wood/profil/spieler/108725","17/18","Foot injury",2018-04-28,2018-05-13,"15 days","3","Nottingham Forest"
"
                                    
                        #11                    
                                Chris Wood            ","https://www.transfermarkt.com/chris-wood/profil/spieler/108725","17/18","Knee injury",2017-12-23,2018-02-24,"63 days","11","Nottingham Forest"
"
                                    
                        #11                    
                                Chris Wood            ","https://www.transfermarkt.com/chris-wood/marktwertverlauf/spieler/108725",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #1                    
                                Robert Sánchez            ","https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151","23/24","Ill",2024-04-09,2024-04-16,"7 days","1","Chelsea FC"
"
                                    
                        #1                    
                                Robert Sánchez            ","https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151","23/24","unknown injury",2024-03-27,2024-05-31,"65 days","12","Chelsea FC"
"
                                    
                        #1                    
                                Robert Sánchez            ","https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151","23/24","Knee injury",2023-12-11,2024-02-15,"66 days","14","Chelsea FC"
"
                                    
                        #1                    
                                Robert Sánchez            ","https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151","22/23","Knock",2023-05-13,2023-05-29,"16 days","5","Brighton & Hove Albion"
"
                                    
                        #1                    
                                Robert Sánchez            ","https://www.transfermarkt.com/robert-sanchez/marktwertverlauf/spieler/403151",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #23                    
                                Jason Steele            ","https://www.transfermarkt.com/jason-steele/profil/spieler/73564","21/22","Corona virus",2021-12-14,2021-12-28,"14 days","2","Brighton & Hove Albion"
"
                                    
                        #23                    
                                Jason Steele            ","https://www.transfermarkt.com/jason-steele/profil/spieler/73564","20/21","Knock",2021-01-12,2021-02-09,"28 days","7","Brighton & Hove Albion"
"
                                    
                        #23                    
                                Jason Steele            ","https://www.transfermarkt.com/jason-steele/profil/spieler/73564","18/19","Knock",2019-02-10,2019-05-31,"110 days","17","Brighton & Hove Albion"
"
                                    
                        #23                    
                                Jason Steele            ","https://www.transfermarkt.com/jason-steele/profil/spieler/73564","13/14","Ankle injury",2013-12-10,2013-12-16,"6 days","1","England U20"
"
                                    
                        #23                    
                                Jason Steele            ","https://www.transfermarkt.com/jason-steele/profil/spieler/73564","21/22","Corona virus",2021-12-14,2021-12-28,"14 days","2","Middlesbrough FC"
"
                                    
                        #23                    
                                Jason Steele            ","https://www.transfermarkt.com/jason-steele/marktwertverlauf/spieler/73564",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #1                    
                                Tom McGill            ","https://www.transfermarkt.com/tom-mcgill/profil/spieler/406556",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #1                    
                                Tom McGill            ","https://www.transfermarkt.com/tom-mcgill/marktwertverlauf/spieler/406556",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #6                    
                                Levi Colwill            ","https://www.transfermarkt.com/levi-colwill/profil/spieler/614258","23/24","Toe injury",2024-03-07,2024-05-05,"59 days","11","Chelsea FC"
"
                                    
                        #6                    
                                Levi Colwill            ","https://www.transfermarkt.com/levi-colwill/profil/spieler/614258","23/24","Hamstring injury",2024-01-26,2024-02-11,"16 days","4","Chelsea FC"
"
                                    
                        #6                    
                                Levi Colwill            ","https://www.transfermarkt.com/levi-colwill/profil/spieler/614258","23/24","Shoulder injury",2023-11-14,2023-11-20,"6 days",NA,"Brighton & Hove Albion"
"
                                    
                        #6                    
                                Levi Colwill            ","https://www.transfermarkt.com/levi-colwill/profil/spieler/614258","22/23","Torn muscle bundle",2023-01-20,2023-02-25,"36 days","5","Huddersfield Town"
"
                                    
                        #6                    
                                Levi Colwill            ","https://www.transfermarkt.com/levi-colwill/profil/spieler/614258","21/22","Knee injury",2022-01-07,2022-02-20,"44 days","9","Huddersfield Town"
"
                                    
                        #6                    
                                Levi Colwill            ","https://www.transfermarkt.com/levi-colwill/profil/spieler/614258","21/22","Ankle injury",2021-09-26,2021-10-13,"17 days","9","England"
"
                                    
                        #6                    
                                Levi Colwill            ","https://www.transfermarkt.com/levi-colwill/marktwertverlauf/spieler/614258",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","23/24","unknown injury",2023-11-24,2024-01-01,"38 days","9","Brighton & Hove Albion"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","22/23","muscular problems",2023-05-10,2023-05-22,"12 days","3","Brighton & Hove Albion"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","22/23","minor knock",2022-12-20,2023-01-05,"16 days","4","Brighton & Hove Albion"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","21/22","Groin injury",2022-02-18,2022-04-08,"49 days","6","Brighton & Hove Albion"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","21/22","Calf injury",2021-12-01,2021-12-25,"24 days","3","Brighton & Hove Albion"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","21/22","Hamstring injury",2021-09-11,2021-10-18,"37 days","6","Brighton & Hove Albion"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","20/21","Ankle injury",2021-02-07,2021-02-23,"16 days","3","Brighton & Hove Albion"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","19/20","Groin injury",2020-07-17,2020-07-19,"2 days",NA,"Brighton & Hove Albion"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","19/20","Hamstring strain",2020-06-24,2020-07-03,"9 days","1","Brighton & Hove Albion"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","19/20","Ankle injury",2019-11-02,2019-11-22,"20 days","2","Bristol City"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","18/19","Knock",2019-05-05,2019-07-05,"61 days","1","Bristol City"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","18/19","Ankle sprain",2019-01-12,2019-02-01,"20 days","3","Bristol City"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","18/19","Head injury",2019-01-01,2019-01-04,"3 days","1","Bristol City"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","18/19","Achilles tendon problems",2018-12-15,2018-12-20,"5 days","1","Ipswich Town"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","17/18","Hamstring injury",2018-04-09,2018-04-27,"18 days","3","Brighton & Hove Albion"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","17/18","Achilles tendon problems",2018-01-02,2018-01-26,"24 days","4","Ipswich Town"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","17/18","Ankle ligament tear",2017-08-08,2017-09-29,"52 days","10","Ipswich Town"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","16/17","Ankle injury",2017-01-19,2017-05-06,"107 days","19","Ipswich Town"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","16/17","Ankle injury",2017-01-15,2017-05-01,"106 days","20","Ipswich Town"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","16/17","Hamstring injury",2016-11-05,2016-11-25,"20 days","2","Ipswich Town"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","16/17","Hamstring injury",2016-09-24,2016-10-14,"20 days","3","Ipswich Town"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","16/17","Ankle injury",2016-07-13,2016-07-19,"6 days",NA,"Portsmouth FC"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/profil/spieler/212847","15/16","Knock",2016-04-19,2016-05-08,"19 days","5","Ipswich Town"
"
                                    
                        #4                    
                                Adam Webster            ","https://www.transfermarkt.com/adam-webster/marktwertverlauf/spieler/212847",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #5                    
                                Lewis Dunk            ","https://www.transfermarkt.com/lewis-dunk/profil/spieler/148153","21/22","Knee injury",2021-12-01,2022-01-22,"52 days","9","Brighton & Hove Albion"
"
                                    
                        #5                    
                                Lewis Dunk            ","https://www.transfermarkt.com/lewis-dunk/profil/spieler/148153","18/19","Knock",2019-02-10,2019-02-25,"15 days","1","Brighton & Hove Albion"
"
                                    
                        #5                    
                                Lewis Dunk            ","https://www.transfermarkt.com/lewis-dunk/profil/spieler/148153","18/19","Ankle injury",2018-08-20,2018-08-31,"11 days","2","Brighton & Hove Albion"
"
                                    
                        #5                    
                                Lewis Dunk            ","https://www.transfermarkt.com/lewis-dunk/marktwertverlauf/spieler/148153",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #29                    
                                Jan Paul van Hecke            ","https://www.transfermarkt.com/jan-paul-van-hecke/profil/spieler/576314",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #29                    
                                Jan Paul van Hecke            ","https://www.transfermarkt.com/jan-paul-van-hecke/marktwertverlauf/spieler/576314",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #5                    
                                Ed Turns            ","https://www.transfermarkt.com/ed-turns/profil/spieler/580809",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #5                    
                                Ed Turns            ","https://www.transfermarkt.com/ed-turns/marktwertverlauf/spieler/580809",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #3                    
                                Antef Tsoungui            ","https://www.transfermarkt.com/antef-tsoungui/profil/spieler/503858","24/25","Cruciate ligament tear",2024-09-25,NA,"24 days","2","Oud-Heverlee Leuven"
"
                                    
                        #3                    
                                Antef Tsoungui            ","https://www.transfermarkt.com/antef-tsoungui/profil/spieler/503858","23/24","Ankle injury",2024-04-04,2024-05-09,"35 days","5","FC Dordrecht"
"
                                    
                        #3                    
                                Antef Tsoungui            ","https://www.transfermarkt.com/antef-tsoungui/profil/spieler/503858","23/24","Knee injury",2023-10-22,2023-10-26,"4 days","1","FC Dordrecht"
"
                                    
                        #3                    
                                Antef Tsoungui            ","https://www.transfermarkt.com/antef-tsoungui/profil/spieler/503858","23/24","minor knock",2023-09-21,2023-09-28,"7 days","1","FC Dordrecht"
"
                                    
                        #3                    
                                Antef Tsoungui            ","https://www.transfermarkt.com/antef-tsoungui/marktwertverlauf/spieler/503858",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","24/25","Ankle injury",2024-04-14,2024-08-31,"139 days","17","Brighton & Hove Albion"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","23/24","Muscle injury",2024-04-14,2024-06-30,"77 days","11","Ecuador"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","23/24","Muscle injury",2023-11-09,2023-12-27,"48 days","12","Brighton & Hove Albion"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","23/24","Muscle injury",2023-09-30,2023-11-08,"39 days","9","Ecuador"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","20/21","Muscle injury",2021-03-26,2021-04-22,"27 days","7","Brighton & Hove Albion"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","20/21","Muscle injury",2020-12-14,2020-12-17,"3 days","1","Ecuador"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","20/21","Muscle injury",2020-10-14,2020-10-31,"17 days","4","Brighton & Hove Albion"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","18/19","Inner ligament injury",2019-04-01,2019-05-18,"47 days","6","Ecuador"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","18/19","Pneumothorax",2018-10-28,2018-11-26,"29 days","7","Villarreal CF"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","17/18","Muscle injury",2017-12-23,2018-02-01,"40 days","4","Ecuador"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","17/18","Hamstring injury",2017-11-08,2017-12-06,"28 days","4","Villarreal CF"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","24/25","Ankle injury",2024-04-14,2024-08-31,"139 days","17","Villarreal CF"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","23/24","Muscle injury",2024-04-14,2024-06-30,"77 days","11","RCD Mallorca"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","23/24","Muscle injury",2023-11-09,2023-12-27,"48 days","12","RCD Mallorca"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","23/24","Muscle injury",2023-09-30,2023-11-08,"39 days","9","Ecuador"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","20/21","Muscle injury",2021-03-26,2021-04-22,"27 days","7","UD Almería"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","20/21","Muscle injury",2020-12-14,2020-12-17,"3 days","1","UD Almería"
"
                                    
                        #30                    
                                Pervis Estupiñán            ","https://www.transfermarkt.com/pervis-estupinan/marktwertverlauf/spieler/349599",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #24                    
                                Haydon Roberts            ","https://www.transfermarkt.com/haydon-roberts/profil/spieler/533523",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #24                    
                                Haydon Roberts            ","https://www.transfermarkt.com/haydon-roberts/marktwertverlauf/spieler/533523",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #3                    
                                James Furlong            ","https://www.transfermarkt.com/james-furlong/profil/spieler/580030","23/24","Knee injury",2024-01-18,2024-06-30,"164 days","19","Hull City"
"
                                    
                        #3                    
                                James Furlong            ","https://www.transfermarkt.com/james-furlong/marktwertverlauf/spieler/580030",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #47                    
                                Imari Samuels            ","https://www.transfermarkt.com/imari-samuels/profil/spieler/565846",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #47                    
                                Imari Samuels            ","https://www.transfermarkt.com/imari-samuels/marktwertverlauf/spieler/565846",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #2                    
                                Tariq Lamptey            ","https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148","24/25","Muscle injury",2024-08-10,2024-08-23,"13 days","1","Brighton & Hove Albion"
"
                                    
                        #2                    
                                Tariq Lamptey            ","https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148","23/24","unknown injury",2023-11-25,2024-01-05,"41 days","10","Brighton & Hove Albion"
"
                                    
                        #2                    
                                Tariq Lamptey            ","https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148","22/23","Knee injury",2023-03-05,2023-05-31,"87 days","19","Brighton & Hove Albion"
"
                                    
                        #2                    
                                Tariq Lamptey            ","https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148","21/22","Knee injury",2022-04-21,2022-04-29,"8 days","1","Ghana"
"
                                    
                        #2                    
                                Tariq Lamptey            ","https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148","20/21","Hamstring injury",2021-03-06,2021-09-18,"196 days","27","Brighton & Hove Albion"
"
                                    
                        #2                    
                                Tariq Lamptey            ","https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148","20/21","Rest",2021-02-26,2021-02-28,"2 days","1","Brighton & Hove Albion"
"
                                    
                        #2                    
                                Tariq Lamptey            ","https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148","20/21","Hamstring injury",2020-12-16,2021-02-24,"70 days","16","Ghana"
"
                                    
                        #2                    
                                Tariq Lamptey            ","https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148","20/21","Hamstring strain",2020-12-08,2020-12-15,"7 days","1","Brighton & Hove Albion"
"
                                    
                        #2                    
                                Tariq Lamptey            ","https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148","20/21","Hamstring injury",2020-10-04,2020-10-17,"13 days","5","Brighton & Hove Albion"
"
                                    
                        #2                    
                                Tariq Lamptey            ","https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148","24/25","Muscle injury",2024-08-10,2024-08-23,"13 days","1","Brighton & Hove Albion"
"
                                    
                        #2                    
                                Tariq Lamptey            ","https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148","23/24","unknown injury",2023-11-25,2024-01-05,"41 days","10","Ghana"
"
                                    
                        #2                    
                                Tariq Lamptey            ","https://www.transfermarkt.com/tariq-lamptey/marktwertverlauf/spieler/504148",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","23/24","Knee injury",2023-12-17,2024-02-05,"50 days","9","Brighton & Hove Albion"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","21/22","Ankle injury",2021-12-15,2021-12-28,"13 days","2","Brighton & Hove Albion"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","21/22","Corona virus",2021-08-14,2021-08-27,"13 days","3","Brighton & Hove Albion"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","20/21","Knock",2021-02-02,2021-02-05,"3 days","1","Brighton & Hove Albion"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","19/20","Knee surgery",2020-02-02,2020-05-31,"119 days","10","Ajax Amsterdam"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","19/20","Muscle injury",2019-11-22,2019-11-29,"7 days","2","Ajax Amsterdam"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","17/18","Cruciate ligament tear",2018-04-20,2019-02-01,"287 days","45","Ajax Amsterdam"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","17/18","Rest",2017-10-25,2017-10-25,"0 days","1","Netherlands"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","16/17","Ill",2017-02-15,2017-02-17,"2 days","1","Ajax Amsterdam"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","16/17","Rest",2016-10-26,2016-10-26,"0 days","1","Ajax Amsterdam"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","16/17","Rest",2016-09-21,2016-09-21,"0 days","1","Ajax Amsterdam"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","15/16","Ill",2015-11-25,2015-11-27,"2 days","1","Ajax Amsterdam"
"
                                    
                        #34                    
                                Joël Veltman            ","https://www.transfermarkt.com/joel-veltman/profil/spieler/111195","14/15","Thigh problems",2015-02-16,2015-02-25,"9 days","2","Ajax Amsterdam"
